coo: 51.9251096_4.4755567;E 00:00:00;A 00:00:00;E 01:00:00;A 01:00:00;E 02:00:00;A 02:00:00;E 03:00:00;A 03:00:00;E 04:00:00;A 04:00:00;E 05:00:00;A 05:00:00;E 06:00:00;A 06:00:00;E 07:00:00;A 07:00:00;E 08:00:00;A 08:00:00;E 09:00:00;A 09:00:00;E 10:00:00;A 10:00:00;E 11:00:00;A 11:00:00;E 12:00:00;A 12:00:00;E 13:00:00;A 13:00:00;E 14:00:00;A 14:00:00;E 15:00:00;A 15:00:00;E 16:00:00;A 16:00:00;E 17:00:00;A 17:00:00;E 18:00:00;A 18:00:00;E 19:00:00;A 19:00:00;E 20:00:00;A 20:00:00;E 21:00:00;A 21:00:00;E 22:00:00;A 22:00:00;E 23:00:00;A 23:00:00;
2023-08-30;--;--;--;--;--;--;--;--;--;--;--;--;0.63;75.99;9.76;87.71;18.97;99.71;27.82;112.67;35.81;127.39;42.23;144.64;46.19;164.62;46.92;186.21;44.24;207.10;38.74;225.53;31.30;241.23;22.72;254.82;13.59;267.12;4.35;278.87;--;--;--;--;--;--;--;--;
2023-08-31;--;--;--;--;--;--;--;--;--;--;--;--;0.39;76.26;9.53;88.00;18.73;100.01;27.57;112.98;35.54;127.69;41.92;144.91;45.85;164.82;46.55;186.29;43.87;207.06;38.38;225.41;30.96;241.07;22.39;254.65;13.26;266.96;4.02;278.71;--;--;--;--;--;--;--;--;
2023-09-01;--;--;--;--;--;--;--;--;--;--;--;--;0.15;76.54;9.29;88.29;18.49;100.31;27.32;113.28;35.26;128.00;41.61;145.18;45.50;165.01;46.19;186.36;43.51;207.02;38.03;225.30;30.62;240.92;22.05;254.49;12.93;266.79;3.69;278.55;--;--;--;--;--;--;--;--;
2023-09-02;--;--;--;--;--;--;--;--;--;--;--;--;-0.09;76.83;9.06;88.58;18.25;100.61;27.07;113.59;34.99;128.30;41.30;145.45;45.16;165.20;45.82;186.44;43.13;206.99;37.66;225.19;30.27;240.77;21.72;254.32;12.59;266.62;3.35;278.39;--;--;--;--;--;--;--;--;
2023-09-03;--;--;--;--;--;--;--;--;--;--;--;--;-0.33;77.11;8.82;88.87;18.01;100.91;26.82;113.90;34.71;128.60;40.99;145.72;44.81;165.40;45.45;186.52;42.76;206.95;37.30;225.07;29.92;240.62;21.37;254.15;12.26;266.45;3.02;278.23;--;--;--;--;--;--;--;--;
2023-09-04;--;--;--;--;--;--;--;--;--;--;--;--;-0.58;77.40;8.58;89.17;17.77;101.21;26.56;114.20;34.42;128.90;40.67;145.99;44.46;165.59;45.08;186.60;42.38;206.92;36.93;224.96;29.56;240.47;21.03;253.99;11.92;266.28;2.68;278.06;--;--;--;--;--;--;--;--;
2023-09-05;--;--;--;--;--;--;--;--;--;--;--;--;-0.82;77.69;8.35;89.47;17.53;101.52;26.30;114.51;34.14;129.21;40.35;146.26;44.11;165.78;44.70;186.68;42.01;206.88;36.56;224.85;29.21;240.32;20.68;253.82;11.58;266.11;2.33;277.90;--;--;--;--;--;--;--;--;
2023-09-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.11;89.76;17.28;101.82;26.04;114.82;33.85;129.51;40.03;146.53;43.75;165.98;44.32;186.76;41.63;206.85;36.19;224.74;28.85;240.17;20.34;253.66;11.23;265.95;1.99;277.74;--;--;--;--;--;--;--;--;
2023-09-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.87;90.07;17.04;102.13;25.78;115.13;33.57;129.81;39.71;146.80;43.39;166.17;43.95;186.83;41.24;206.82;35.82;224.64;28.49;240.02;19.98;253.49;10.89;265.78;1.64;277.58;--;--;--;--;--;--;--;--;
2023-09-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.63;90.37;16.79;102.44;25.52;115.45;33.28;130.12;39.39;147.07;43.04;166.36;43.57;186.91;40.86;206.79;35.45;224.53;28.12;239.87;19.63;253.33;10.54;265.61;1.29;277.41;--;--;--;--;--;--;--;--;
2023-09-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.38;90.67;16.54;102.75;25.25;115.76;32.99;130.42;39.06;147.34;42.68;166.55;43.18;186.99;40.47;206.76;35.07;224.42;27.76;239.73;19.28;253.16;10.19;265.44;0.94;277.25;--;--;--;--;--;--;--;--;
2023-09-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.14;90.97;16.30;103.06;24.99;116.07;32.69;130.72;38.73;147.60;42.31;166.74;42.80;187.07;40.09;206.73;34.69;224.32;27.39;239.58;18.92;253.00;9.84;265.27;0.59;277.08;--;--;--;--;--;--;--;--;
2023-09-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.90;91.28;16.05;103.37;24.72;116.38;32.40;131.02;38.40;147.87;41.95;166.93;42.41;187.15;39.70;206.70;34.31;224.22;27.03;239.44;18.56;252.84;9.48;265.11;0.24;276.92;--;--;--;--;--;--;--;--;
2023-09-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.65;91.59;15.79;103.68;24.45;116.69;32.10;131.32;38.07;148.13;41.59;167.12;42.03;187.23;39.31;206.68;33.93;224.11;26.66;239.29;18.20;252.68;9.13;264.94;-0.12;276.76;--;--;--;--;--;--;--;--;
2023-09-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.41;91.89;15.54;103.99;24.18;117.01;31.81;131.63;37.74;148.40;41.22;167.30;41.64;187.31;38.92;206.65;33.55;224.01;26.29;239.15;17.84;252.51;8.77;264.77;-0.47;276.59;--;--;--;--;--;--;--;--;
2023-09-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.16;92.20;15.29;104.30;23.91;117.32;31.51;131.93;37.41;148.66;40.85;167.49;41.25;187.39;38.52;206.62;33.16;223.91;25.91;239.01;17.48;252.35;8.42;264.60;-0.83;276.43;--;--;--;--;--;--;--;--;
2023-09-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.91;92.51;15.03;104.61;23.64;117.63;31.21;132.22;37.07;148.92;40.48;167.67;40.86;187.46;38.13;206.59;32.78;223.81;25.54;238.87;17.12;252.19;8.06;264.44;--;--;--;--;--;--;--;--;--;--;
2023-09-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.67;92.82;14.78;104.92;23.37;117.94;30.90;132.52;36.73;149.18;40.11;167.85;40.47;187.54;37.73;206.57;32.39;223.71;25.17;238.73;16.75;252.03;7.70;264.27;--;--;--;--;--;--;--;--;--;--;
2023-09-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.42;93.13;14.52;105.24;23.09;118.25;30.60;132.82;36.40;149.43;39.74;168.03;40.08;187.61;37.34;206.54;32.00;223.61;24.79;238.58;16.39;251.87;7.34;264.10;--;--;--;--;--;--;--;--;--;--;
2023-09-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.17;93.44;14.26;105.55;22.82;118.56;30.30;133.11;36.06;149.69;39.37;168.21;39.69;187.69;36.94;206.52;31.61;223.52;24.42;238.44;16.02;251.71;6.98;263.93;--;--;--;--;--;--;--;--;--;--;
2023-09-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.92;93.75;14.01;105.86;22.54;118.87;29.99;133.41;35.72;149.94;39.00;168.39;39.29;187.76;36.55;206.49;31.23;223.42;24.04;238.30;15.66;251.55;6.62;263.76;--;--;--;--;--;--;--;--;--;--;
2023-09-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.67;94.06;13.75;106.17;22.26;119.17;29.68;133.70;35.37;150.19;38.62;168.56;38.90;187.83;36.15;206.46;30.84;223.32;23.66;238.16;15.29;251.39;6.26;263.60;--;--;--;--;--;--;--;--;--;--;
2023-09-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.41;94.37;13.49;106.48;21.98;119.48;29.38;133.99;35.03;150.44;38.25;168.74;38.50;187.91;35.75;206.44;30.45;223.22;23.28;238.03;14.92;251.23;5.90;263.43;--;--;--;--;--;--;--;--;--;--;
2023-09-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.16;94.68;13.23;106.79;21.70;119.79;29.07;134.28;34.69;150.69;37.87;168.91;38.11;187.98;35.35;206.41;30.06;223.13;22.91;237.89;14.55;251.07;5.54;263.26;--;--;--;--;--;--;--;--;--;--;
2023-09-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.91;94.99;12.96;107.10;21.42;120.09;28.76;134.56;34.34;150.93;37.50;169.08;37.71;188.05;34.95;206.38;29.67;223.03;22.53;237.75;14.19;250.91;5.17;263.09;--;--;--;--;--;--;--;--;--;--;
2023-09-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.66;95.30;12.70;107.40;21.13;120.39;28.44;134.85;34.00;151.17;37.12;169.24;37.32;188.11;34.56;206.36;29.28;222.93;22.15;237.61;13.82;250.74;4.81;262.92;--;--;--;--;--;--;--;--;--;--;
2023-09-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.40;95.61;12.44;107.71;20.85;120.69;28.13;135.13;33.65;151.41;36.74;169.41;36.92;188.18;34.16;206.33;28.89;222.83;21.77;237.47;13.45;250.58;4.45;262.75;--;--;--;--;--;--;--;--;--;--;
2023-09-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.15;95.91;12.17;108.02;20.57;120.99;27.82;135.41;33.30;151.65;36.37;169.57;36.53;188.24;33.76;206.30;28.50;222.74;21.40;237.33;13.09;250.42;4.09;262.58;--;--;--;--;--;--;--;--;--;--;
2023-09-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.89;96.22;11.91;108.32;20.28;121.29;27.50;135.68;32.96;151.88;35.99;169.73;36.13;188.31;33.36;206.27;28.11;222.64;21.02;237.19;12.72;250.26;3.73;262.41;--;--;--;--;--;--;--;--;--;--;
2023-09-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.64;96.53;11.64;108.62;19.99;121.58;27.19;135.96;32.61;152.11;35.61;169.88;35.74;188.37;32.96;206.24;27.72;222.54;20.64;237.05;12.35;250.10;3.37;262.23;--;--;--;--;--;--;--;--;--;--;
2023-09-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.38;96.83;11.37;108.93;19.71;121.88;26.87;136.23;32.26;152.34;35.23;170.04;35.34;188.43;32.57;206.21;27.33;222.45;20.27;236.92;11.99;249.94;3.01;262.06;--;--;--;--;--;--;--;--;--;--;
2023-09-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.13;97.13;11.11;109.23;19.42;122.17;26.56;136.50;31.91;152.56;34.86;170.19;34.95;188.48;32.17;206.18;26.94;222.35;19.89;236.78;11.62;249.78;2.66;261.89;--;--;--;--;--;--;--;--;--;--;
2023-10-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.87;97.44;10.84;109.52;19.13;122.45;26.24;136.77;31.56;152.78;34.48;170.33;34.55;188.54;31.78;206.15;26.56;222.25;19.52;236.64;11.26;249.62;2.30;261.72;--;--;--;--;--;--;--;--;--;--;
2023-10-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.61;97.74;10.57;109.82;18.84;122.74;25.92;137.03;31.21;153.00;34.10;170.48;34.16;188.59;31.38;206.11;26.17;222.15;19.14;236.50;10.90;249.46;1.94;261.54;--;--;--;--;--;--;--;--;--;--;
2023-10-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.35;98.04;10.30;110.11;18.55;123.02;25.60;137.29;30.86;153.22;33.72;170.62;33.77;188.64;30.99;206.08;25.79;222.05;18.77;236.36;10.54;249.29;1.59;261.37;--;--;--;--;--;--;--;--;--;--;
2023-10-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.10;98.34;10.03;110.40;18.26;123.30;25.29;137.55;30.52;153.43;33.35;170.76;33.38;188.69;30.59;206.04;25.40;221.96;18.40;236.22;10.18;249.13;1.24;261.19;--;--;--;--;--;--;--;--;--;--;
2023-10-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.84;98.63;9.76;110.69;17.97;123.58;24.97;137.80;30.17;153.64;32.97;170.89;32.99;188.74;30.20;206.01;25.02;221.86;18.03;236.08;9.82;248.97;0.89;261.02;--;--;--;--;--;--;--;--;--;--;
2023-10-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.58;98.93;9.49;110.98;17.68;123.86;24.65;138.05;29.82;153.84;32.60;171.03;32.60;188.78;29.81;205.97;24.64;221.76;17.66;235.94;9.46;248.80;0.54;260.84;--;--;--;--;--;--;--;--;--;--;
2023-10-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.32;99.22;9.22;111.27;17.39;124.13;24.33;138.30;29.47;154.04;32.22;171.16;32.21;188.83;29.43;205.93;24.26;221.66;17.30;235.80;9.11;248.64;0.19;260.67;--;--;--;--;--;--;--;--;--;--;
2023-10-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.06;99.51;8.95;111.55;17.10;124.40;24.01;138.54;29.12;154.24;31.85;171.28;31.82;188.87;29.04;205.89;23.89;221.55;16.93;235.66;8.76;248.48;-0.16;260.49;--;--;--;--;--;--;--;--;--;--;
2023-10-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.20;99.80;8.68;111.83;16.81;124.66;23.69;138.78;28.77;154.43;31.48;171.41;31.44;188.91;28.65;205.85;23.51;221.45;16.57;235.52;8.41;248.31;-0.50;260.31;--;--;--;--;--;--;--;--;--;--;
2023-10-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.46;100.08;8.41;112.11;16.51;124.93;23.37;139.02;28.42;154.62;31.11;171.52;31.05;188.94;28.27;205.81;23.14;221.35;16.21;235.38;8.06;248.14;--;--;--;--;--;--;--;--;--;--;--;--;
2023-10-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.71;100.36;8.14;112.38;16.22;125.19;23.05;139.25;28.08;154.81;30.73;171.64;30.67;188.97;27.89;205.76;22.77;221.25;15.85;235.23;7.71;247.98;--;--;--;--;--;--;--;--;--;--;--;--;
2023-10-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.86;112.65;15.93;125.44;22.74;139.48;27.73;154.99;30.37;171.75;30.29;189.01;27.51;205.72;22.40;221.14;15.50;235.09;7.37;247.81;--;--;--;--;--;--;--;--;--;--;--;--;
2023-10-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.59;112.92;15.64;125.69;22.42;139.70;27.38;155.16;30.00;171.86;29.91;189.03;27.13;205.67;22.03;221.04;15.15;234.95;7.03;247.64;--;--;--;--;--;--;--;--;--;--;--;--;
2023-10-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.32;113.18;15.34;125.94;22.10;139.92;27.04;155.34;29.63;171.97;29.53;189.06;26.76;205.62;21.67;220.93;14.80;234.80;6.69;247.48;--;--;--;--;--;--;--;--;--;--;--;--;
2023-10-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.05;113.44;15.05;126.19;21.78;140.14;26.70;155.51;29.27;172.07;29.16;189.08;26.39;205.57;21.31;220.82;14.45;234.66;6.36;247.31;--;--;--;--;--;--;--;--;--;--;--;--;
2023-10-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.78;113.70;14.76;126.43;21.47;140.35;26.35;155.67;28.90;172.17;28.79;189.10;26.02;205.52;20.95;220.71;14.10;234.51;6.02;247.14;--;--;--;--;--;--;--;--;--;--;--;--;
2023-10-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.50;113.96;14.47;126.66;21.15;140.56;26.01;155.83;28.54;172.26;28.42;189.12;25.65;205.46;20.59;220.60;13.76;234.37;5.69;246.97;--;--;--;--;--;--;--;--;--;--;--;--;
2023-10-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.23;114.21;14.18;126.90;20.84;140.76;25.67;155.99;28.18;172.35;28.05;189.13;25.28;205.41;20.24;220.49;13.42;234.22;5.37;246.80;--;--;--;--;--;--;--;--;--;--;--;--;
2023-10-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.96;114.45;13.89;127.13;20.52;140.96;25.33;156.14;27.83;172.44;27.68;189.15;24.92;205.35;19.89;220.38;13.09;234.07;5.04;246.63;--;--;--;--;--;--;--;--;--;--;--;--;
2023-10-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.69;114.70;13.60;127.35;20.21;141.16;25.00;156.29;27.47;172.52;27.32;189.15;24.57;205.29;19.54;220.27;12.76;233.92;4.73;246.46;--;--;--;--;--;--;--;--;--;--;--;--;
2023-10-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.42;114.94;13.31;127.57;19.89;141.35;24.66;156.43;27.12;172.60;26.96;189.16;24.21;205.23;19.20;220.16;12.43;233.77;4.41;246.29;--;--;--;--;--;--;--;--;--;--;--;--;
2023-10-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.15;115.17;13.02;127.79;19.58;141.53;24.33;156.57;26.77;172.68;26.61;189.16;23.86;205.16;18.86;220.04;12.10;233.62;4.10;246.11;--;--;--;--;--;--;--;--;--;--;--;--;
2023-10-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.88;115.40;12.73;128.00;19.27;141.71;24.00;156.71;26.42;172.75;26.25;189.16;23.51;205.10;18.52;219.93;11.78;233.47;3.79;245.94;--;--;--;--;--;--;--;--;--;--;--;--;
2023-10-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.61;115.63;12.45;128.21;18.96;141.89;23.67;156.84;26.08;172.82;25.90;189.16;23.16;205.03;18.19;219.81;11.46;233.32;3.49;245.77;--;--;--;--;--;--;--;--;--;--;--;--;
2023-10-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.35;115.85;12.16;128.41;18.66;142.06;23.34;156.96;25.73;172.88;25.55;189.16;22.82;204.96;17.86;219.69;11.15;233.17;3.19;245.59;--;--;--;--;--;--;--;--;--;--;--;--;
2023-10-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.08;116.07;11.87;128.61;18.35;142.23;23.01;157.08;25.39;172.94;25.21;189.15;22.49;204.89;17.54;219.57;10.84;233.02;2.89;245.42;--;--;--;--;--;--;--;--;--;--;--;--;
2023-10-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.81;116.28;11.59;128.80;18.05;142.39;22.69;157.20;25.06;172.99;24.87;189.14;22.15;204.82;17.22;219.45;10.54;232.87;2.60;245.24;--;--;--;--;--;--;--;--;--;--;--;--;
2023-10-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.55;116.49;11.31;128.99;17.74;142.55;22.37;157.31;24.72;173.05;24.53;189.12;21.82;204.75;16.90;219.33;10.24;232.71;2.31;245.06;--;--;--;--;--;--;--;--;--;--;--;--;
2023-10-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.28;116.70;11.03;129.17;17.44;142.70;22.05;157.42;24.39;173.09;24.20;189.11;21.50;204.67;16.59;219.21;9.94;232.56;2.03;244.89;--;--;--;--;--;--;--;--;--;--;--;--;
2023-10-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.02;116.90;10.75;129.35;17.15;142.85;21.73;157.52;24.06;173.14;23.87;189.09;21.18;204.59;16.28;219.09;9.65;232.40;1.75;244.71;--;--;--;--;--;--;--;--;--;--;--;--;
2023-10-31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.76;117.09;10.47;129.52;16.85;142.99;21.42;157.62;23.74;173.18;23.55;189.06;20.86;204.51;15.98;218.96;9.36;232.25;1.48;244.53;--;--;--;--;--;--;--;--;--;--;--;--;
2023-11-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.50;117.28;10.19;129.69;16.55;143.13;21.11;157.71;23.42;173.21;23.22;189.04;20.55;204.43;15.68;218.84;9.08;232.09;1.21;244.35;--;--;--;--;--;--;--;--;--;--;--;--;
2023-11-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.24;117.47;9.92;129.86;16.26;143.26;20.80;157.80;23.10;173.25;22.91;189.01;20.24;204.35;15.39;218.71;8.80;231.93;0.95;244.18;--;--;--;--;--;--;--;--;--;--;--;--;
2023-11-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.98;117.65;9.64;130.02;15.97;143.39;20.50;157.88;22.79;173.27;22.59;188.98;19.93;204.26;15.10;218.58;8.53;231.77;0.69;244.00;--;--;--;--;--;--;--;--;--;--;--;--;
2023-11-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.72;117.83;9.37;130.17;15.68;143.51;20.19;157.96;22.48;173.30;22.29;188.94;19.64;204.17;14.82;218.45;8.26;231.62;0.44;243.82;--;--;--;--;--;--;--;--;--;--;--;--;
2023-11-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.47;118.00;9.10;130.32;15.40;143.63;19.90;158.03;22.17;173.32;21.98;188.90;19.34;204.08;14.54;218.32;8.00;231.46;0.19;243.64;--;--;--;--;--;--;--;--;--;--;--;--;
2023-11-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.21;118.16;8.83;130.46;15.12;143.74;19.60;158.10;21.87;173.33;21.68;188.86;19.05;203.99;14.26;218.19;7.75;231.30;-0.05;243.46;--;--;--;--;--;--;--;--;--;--;--;--;
2023-11-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.96;118.32;8.57;130.60;14.84;143.84;19.31;158.17;21.58;173.35;21.39;188.82;18.77;203.90;14.00;218.06;7.49;231.14;-0.28;243.28;--;--;--;--;--;--;--;--;--;--;--;--;
2023-11-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.71;118.48;8.31;130.73;14.56;143.94;19.02;158.23;21.28;173.35;21.10;188.77;18.49;203.80;13.73;217.93;7.25;230.98;-0.51;243.10;--;--;--;--;--;--;--;--;--;--;--;--;
2023-11-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.46;118.62;8.05;130.86;14.29;144.04;18.74;158.28;20.99;173.36;20.81;188.72;18.22;203.71;13.48;217.79;7.01;230.82;-0.74;242.92;--;--;--;--;--;--;--;--;--;--;--;--;
2023-11-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.22;118.77;7.79;130.98;14.02;144.13;18.46;158.33;20.71;173.36;20.53;188.67;17.95;203.61;13.23;217.66;6.78;230.65;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-11-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.03;118.91;7.53;131.09;13.75;144.22;18.18;158.38;20.43;173.35;20.26;188.62;17.69;203.51;12.98;217.52;6.55;230.49;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-11-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.27;119.04;7.28;131.20;13.48;144.30;17.91;158.42;20.15;173.35;19.99;188.56;17.43;203.40;12.74;217.38;6.32;230.33;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-11-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.51;119.17;7.03;131.31;13.22;144.37;17.64;158.45;19.88;173.33;19.73;188.50;17.18;203.30;12.51;217.25;6.11;230.17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-11-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.74;119.29;6.78;131.41;12.97;144.44;17.38;158.48;19.62;173.32;19.47;188.44;16.93;203.19;12.28;217.11;5.90;230.01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-11-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.54;131.50;12.71;144.51;17.12;158.51;19.36;173.30;19.21;188.37;16.69;203.09;12.06;216.97;5.69;229.85;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-11-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.30;131.59;12.46;144.57;16.86;158.53;19.10;173.28;18.97;188.30;16.46;202.98;11.84;216.83;5.50;229.68;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-11-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.06;131.67;12.22;144.62;16.61;158.55;18.86;173.25;18.73;188.23;16.23;202.87;11.63;216.69;5.31;229.52;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-11-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.83;131.75;11.98;144.67;16.36;158.56;18.61;173.22;18.49;188.16;16.01;202.76;11.43;216.55;5.12;229.36;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-11-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.59;131.82;11.74;144.71;16.12;158.57;18.37;173.19;18.26;188.08;15.80;202.64;11.23;216.41;4.94;229.20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-11-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.37;131.89;11.51;144.75;15.89;158.57;18.14;173.15;18.04;188.00;15.59;202.53;11.04;216.27;4.77;229.04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-11-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.14;131.95;11.28;144.78;15.66;158.57;17.91;173.11;17.82;187.92;15.39;202.41;10.86;216.12;4.60;228.88;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-11-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.92;132.00;11.05;144.81;15.43;158.56;17.69;173.06;17.61;187.84;15.19;202.30;10.68;215.98;4.45;228.72;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-11-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.71;132.05;10.83;144.83;15.21;158.55;17.47;173.01;17.40;187.75;15.00;202.18;10.51;215.84;4.29;228.56;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-11-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.50;132.10;10.62;144.85;14.99;158.54;17.26;172.96;17.20;187.66;14.82;202.06;10.35;215.70;4.15;228.40;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-11-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.29;132.13;10.41;144.86;14.78;158.52;17.06;172.91;17.01;187.57;14.65;201.94;10.19;215.56;4.01;228.24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-11-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.08;132.17;10.20;144.87;14.58;158.49;16.86;172.85;16.83;187.48;14.48;201.82;10.04;215.41;3.88;228.08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-11-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.88;132.19;10.00;144.87;14.38;158.47;16.67;172.79;16.65;187.39;14.32;201.70;9.90;215.27;3.76;227.93;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-11-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.69;132.22;9.80;144.87;14.19;158.43;16.48;172.72;16.48;187.29;14.16;201.58;9.76;215.13;3.64;227.77;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-11-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.50;132.23;9.61;144.86;14.00;158.40;16.31;172.65;16.31;187.19;14.02;201.45;9.64;214.99;3.53;227.62;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
